0.29908,0.045399,0.10532,0.1022,0.19836,0.27787,0.053921,0.046873,0.05792,0.026726,0.02663,0.042321,0.012733,0.27797,0.021146,0.00426,0.2778,0.20708,0.51569
0.18437,0.080554,0.11925,0.11017,0.096524,0.45153,0,0.075338,0.092936,0.072475,0.032249,0.044918,0.0083494,0.35715,0,0,0.52518,0.080658,0.69169
0.0091317,0.18097,0.061544,0.19061,0.018986,0.036866,0.0081329,0.066395,0.011683,0.017194,0.012996,0.016399,0.0056736,0.043104,0.22481,0.027283,0.011438,0.0347,0.23344
0.020914,0.34247,0.066951,0.11187,0.073077,0.12609,0.013902,0.028958,0.061089,0.01848,0.018729,0.020056,0.0086909,0.052399,0.22241,0.051812,0.0073714,0.082696,0.29743
0.0038056,0.027007,0.025876,0.45462,0.10314,0.45184,0,0.064503,0.043997,0.11187,0.035017,0.020659,0,0,0.04342,0.29658,0.18747,0.06778,0.55091
0.04741,0.016288,0.082203,0.21401,0.17496,0.45362,0.0030036,0.019888,0.046284,0.06964,0.052024,0.049525,0.007283,0.012136,0.018052,0.23123,0.11993,0.082279,0.51699
0.081462,0.062087,0.17779,0.13276,0.59124,0.11886,0.010227,0.034034,0.066629,0.059533,0.077494,0.056198,0.0050717,0,0,0.28633,0.19741,0.0043103,0.76785
0.066872,0.02467,0.11765,0.12025,0.48652,0.30347,0.07766,0.028929,0.052418,0.047663,0.099462,0.059573,0,0.0076808,0,0.32942,0.4167,0.07387,0.79152
0.0017621,0.0036517,0.11735,0.017594,0.049184,0.075133,0.0033218,0.00093475,0.13861,0.017468,0.02748,0.058408,0,0,0.0033832,0.0036798,0.19198,0.19357,0.53888
0.0011916,0.0031411,0.032466,0.14139,0.088823,0.077813,0.0050396,0.0059957,0.046686,0.065135,0.071283,0.066011,0,0.00077549,0.0028934,0.016759,0.20745,0.20498,0.57899
0.020603,0.029796,0.062826,0.19161,0.30288,0.35007,0.052725,0.0018468,0.039415,0.047274,0.030092,0.044985,0.017022,0.0020934,0.24704,0,0.077005,0.21065,0.49511
0.090067,0.12588,0.092659,0.30345,0.3035,0.075029,0.037466,0.0091783,0.054179,0.033796,0.025914,0.042661,0.01783,0.019102,0.22088,0.020726,0.025568,0.25492,0.43554
0.014768,0.023893,0.071532,0.20142,0.05633,0.11068,0.0052283,0.24089,0.018295,0.037656,0.041138,0.045846,0,0.045198,0,0.25516,0.2165,0.025848,0.46557
0.031933,0.057789,0.055621,0.21576,0.087675,0.15666,0.0069953,0.20473,0.013587,0.042689,0.022938,0.031716,0.038665,0.0059925,0.01038,0.21346,0.0054035,0.13299,0.39968
0.055522,0.026213,0.041289,0.10376,0.047957,0.030839,0.0086974,0.027633,0.033221,0.037671,0.019069,0.018402,0.0093784,0.22302,0.018315,0.019094,0.20558,0.01475,0.24397
0.060393,0.053608,0.11254,0.058771,0.059336,0.1017,0.04709,0.044153,0.027506,0.043095,0.040295,0.02934,0.0061708,0.26735,0.030305,0.056128,0.21232,0.023508,0.36529
0.016603,0.12197,0.053802,0.057206,0.13666,0.36087,0.0071543,0.11547,0.036219,0.053531,0.045047,0.047202,0,0.36558,0.10233,0,0.031131,0.40363,0.67226
0.017758,0.0041168,0.052392,0.11287,0.15742,0.19546,0.036429,0.036764,0.050174,0.031367,0.067557,0.11539,0,0.29442,0,0,0.14712,0.48109,0.78134
0.018064,0.0018576,0.059903,0.053325,0.12311,0.057991,0.019738,0,0.076306,0.040917,0.046607,0.04375,0.27378,0,0.24897,0.27015,0.018938,0.10439,0.51323
0.044975,0.031728,0.023515,0.056828,0.083819,0.064728,0.078112,0.016184,0.031303,0.073822,0.056861,0.042645,0.3254,0.0020776,0.0083906,0.2084,0.11087,0.013077,0.48023
0.019714,0.059071,0.038375,0.077971,0.05225,0.16668,0.020516,0.014095,0.035351,0.020333,0.021807,0.013377,0.011677,0.19815,0.0096553,0.040616,0.010745,0.024324,0.23779
0.04445,0.13398,0.070893,0.037241,0.11163,0.022824,0.01484,0.020847,0.032048,0.022675,0.007056,0.015248,0.020327,0.18159,0.022896,0.020366,0.012185,0.0095206,0.17926
0.015237,0.021044,0.03246,0.10571,0.028231,0.040739,0.0075435,0.17768,0.016956,0.034611,0.025661,0.017739,0.011449,0.0067738,0.072213,0.035574,0.033387,0.2257,0.26913
0.0092627,0.068106,0.066851,0.080426,0.061083,0.097473,0.0026482,0.26015,0.035971,0.026977,0.011636,0.013868,0.0078417,0.054694,0.03041,0.047551,0.025176,0.066312,0.3078
0.28216,0.0043081,0.22855,0.12586,0.12743,0.40811,0.057521,0.026651,0.035167,0.032757,0.073833,0.039588,0.30933,0.011386,0.062161,0.01145,0.018865,0.14122,0.55734
0.036399,0.014274,0.086723,0.12034,0.19684,0.3244,0.021144,0.0083767,0.033199,0.066693,0.039037,0.048072,0.27382,0.010115,0.071839,0.063947,0.058579,0.16551,0.44962
0.28364,0.010055,0.10486,0.21485,0.099414,0.076481,0.077931,0.0013838,0.065808,0.034034,0.041701,0.037435,0.29888,0,0.010686,0.054135,0.18358,0.023284,0.4571
0.28635,0.023929,0.14779,0.10972,0.10332,0.10855,0.054014,0.012952,0.041038,0.036636,0.028181,0.025757,0.29008,0.014063,0.16878,0.0089044,0.086474,0.16429,0.43461
0.020968,0.0073268,0.011528,0.19676,0.05942,0.052243,0.011118,0.010278,0.035649,0.05818,0.039051,0.037859,0.27043,0.011419,0.07469,0.043466,0.014338,0.1091,0.41982
0.084117,0.033557,0.060509,0.12639,0.064378,0.18324,0.051116,0.13873,0.099739,0.04633,0.03615,0.034074,0.2691,0.019333,0.028848,0.034455,0.033848,0.055066,0.41995
0.20969,0.078535,0.035469,0.19395,0.42408,0.1847,0.12622,0.0534,0.047229,0.058652,0.035977,0.044758,0.057784,0.25122,0.035586,0.085349,0.017719,0.068212,0.47888
0.22866,0.075576,0.13773,0.05603,0.25848,0.14626,0.042854,0.24383,0.019935,0.016532,0.057994,0.024972,0.0054875,0.28461,0,0.0047009,0.062029,0.18913,0.63444
0.010254,0.0048194,0.096288,0.07789,0.18154,0.14364,0.050821,0,0.033577,0.095207,0.087578,0.044927,0,0,0.27589,0.29534,0.44557,0,0.82196
0.01737,0.010549,0.063635,0.099208,0.16787,0.13966,0.034563,0.014066,0.054428,0.039274,0.074528,0.058247,0,0.0050516,0,0.26985,0.63026,0,0.69327
0.24,0.28572,0.084383,0.10827,0.1691,0.054168,0.028317,0.064792,0.052637,0.029189,0.02615,0.033357,0.18344,0.098619,0.027262,0.020171,0.021882,0.30293,0.37007
0.28605,0.12036,0.077469,0.061899,0.11551,0.077042,0.018872,0.013669,0.052659,0.050805,0.02522,0.021778,0.034938,0.016988,0.025084,0.003924,0.043051,0.25157,0.3229
0.022025,0.0060072,0.078513,0.16261,0.61215,0.20281,0.015818,0.0083578,0.12365,0.035207,0.078483,0.080681,0,0,0.0089491,0,0.5655,0.31986,0.83276
0.042189,0.048156,0.08951,0.19764,0.48433,0.18857,0.030299,0.02693,0.12802,0.062031,0.069088,0.081815,0.0041392,0,0.0062785,0.013999,0.40811,0.049739,0.81622
0.009062,0.045087,0.046842,0.066036,0.13278,0.18002,0.022638,0.076735,0.036406,0.092553,0.068903,0.050497,0,0.3405,0.0090458,0.28426,0.2347,0.10405,0.66894
0.0014162,0.011611,0.046901,0.096041,0.055317,0.17923,0.011793,0.029108,0.073163,0.069047,0.061043,0.079253,0,0.29076,0.11962,0.30996,0.014402,0.047162,0.63966
0.32648,0.019418,0.11313,0.084534,0.30018,0.12483,0.041483,0.038178,0.01626,0.030948,0.048235,0.059922,0.32554,0,0.37649,0.0098921,0.036415,0,0.61092
0.03226,0.0026119,0.15913,0.14196,0.25426,0.18515,0.01929,0.0036122,0.031957,0.046481,0.10733,0.048239,0.29938,0,0.31387,0.0079763,0.13294,0.10929,0.75169
0.11701,0.033637,0.10334,0.066361,0.12431,0.13361,0.52501,0,0.017137,0.075129,0.052711,0.041708,0.014155,0.0040394,0.018825,0.19327,0.038208,0.29956,0.52016
0.039037,0.014655,0.20631,0.054451,0.08912,0.044708,0.43215,0.023858,0.099829,0.048049,0.031483,0.047497,0.03578,0,0.1823,0.033793,0.059622,0.12286,0.49982
0.0042317,0.010253,0.46055,0.027358,0.094916,0.13018,0.0062334,0.015178,0.1015,0.015449,0.051557,0.03186,0.0016375,0.000981,0.39191,0.0038892,0.043041,0.042718,0.49713
0.042749,0.098302,0.37601,0.18417,0.16041,0.061762,0.0051408,0.0076833,0.045935,0.032765,0.04388,0.033192,0.0052634,0.017632,0.33661,0.038353,0.052008,0.027775,0.42928
0.29211,0.015849,0.33396,0.072528,0.19767,0.091915,0.034767,0.011428,0.031375,0.045906,0.051747,0.051227,0.033243,0.020904,0.1549,0.020363,0.51611,0.0023678,0.53239
0.018569,0,0.38503,0.057971,0.12412,0.17901,0.012081,0.0066073,0.099304,0.030761,0.05828,0.054706,0.0037077,0.001314,0.18564,0.014848,0.4303,0.0030339,0.52207
0.25772,0.071877,0.11411,0.07187,0.35405,0.059365,0.044338,0.051964,0.034328,0.017211,0.026922,0.031596,0.042167,0.0027552,0.28837,0.019939,0.061879,0.049119,0.39584
0.24177,0.0028617,0.19365,0.08982,0.29295,0.094628,0.023388,0.00042684,0.084032,0.022251,0.028986,0.026325,0.049071,0.00074558,0.094349,0.009323,0.10959,0.035255,0.39308
0.24524,0.024028,0.37537,0.047396,0.2067,0.10662,0.007388,0.061093,0.08211,0.039016,0.036806,0.046961,0.0020416,0.27335,0.03826,0.0026466,0.11142,0.14099,0.49814
0.019183,0.046209,0.51736,0.041218,0.18901,0.11622,0.019726,0.035636,0.066193,0.011641,0.046837,0.049073,0.035501,0.31396,0.13156,0.010066,0.10537,0.10135,0.4867
0.010734,0.03339,0.063727,0.3664,0.3294,0.25669,0.030651,0.072924,0.066767,0.031547,0.043485,0.037571,0,0.29829,0.035155,0.10601,0.12831,0.32361,0.69671
0.016481,0.018015,0.13121,0.39023,0.3344,0.24818,0.13463,0.028595,0.023342,0.032502,0.049859,0.086458,0,0.023447,0.13963,0.30576,0.087885,0.36009,0.78744
0.074366,0.2549,0.023453,0.075224,0.058917,0.090098,0.013448,0.01386,0.018227,0.022157,0.0072025,0.011471,0.050521,0.027909,0.021108,0.047428,0.015339,0.017648,0.18268
0.20677,0.22026,0.075924,0.06364,0.067821,0.047593,0.020093,0.036795,0.024593,0.021775,0.020591,0.018093,0.045842,0.034613,0.059519,0.025658,0.043054,0.036839,0.22142
0.078686,0.0097651,0.025328,0.12899,0.027885,0.033298,0.012619,0.009255,0.031472,0.04671,0.017065,0.017999,0.015735,0.0045018,0.24766,0.038411,0.01116,0.017404,0.20195
0.022289,0.02015,0.049555,0.24514,0.080668,0.068541,0.014455,0.0049127,0.028056,0.030427,0.021713,0.019218,0.0054336,0.0094562,0.29234,0.10681,0.041352,0.03756,0.26509
0.004082,0.025223,0.060791,0.069169,0.10434,0.37058,0.022304,0,0.13821,0.039207,0.070583,0.085357,0.0043089,0,0,0,0,0.4014,0.82319
0.08462,0.023023,0.18351,0.098057,0.31184,0.31531,0.011892,0.032453,0.050835,0.051884,0.085153,0.092112,0.003681,0,0.0026181,0.0027481,0,0.42754,0.79145
0.21465,0.025128,0.11588,0.054182,0.10832,0.034535,0.037792,0.18302,0.024391,0.010215,0.013775,0.010991,0.084047,0.01716,0.036681,0.036711,0.037489,0.030665,0.24198
0.21699,0.023714,0.087336,0.064367,0.059329,0.06034,0.026959,0.0061896,0.042614,0.017728,0.022031,0.015741,0.18738,0.01224,0.041745,0.020462,0.017298,0.0081409,0.23702
0.058784,0.1415,0.32529,0.041963,0.10216,0.34703,0.016733,0.098381,0.039775,0.022887,0.039749,0.034314,0,0.029787,0.34587,0.34226,0.069241,0.042385,0.56015
0.0084321,0.0021292,0.19653,0.064649,0.061639,0.12948,0,0,0.068939,0.025647,0.052988,0.059413,0.00095565,0,0.38767,0.27897,0.12836,0.031117,0.54077
0.0077303,0.0075303,0.044149,0.21382,0.036414,0.027014,0.010329,0.0047192,0.020236,0.025008,0.021884,0.021544,0.0026912,0.004817,0.082951,0.038273,0.0078,0.18793,0.23585
0.0056703,0.017522,0.10333,0.21651,0.05935,0.080765,0.0077922,0.011499,0.032268,0.030991,0.031339,0.02815,0.0031399,0.013058,0.024169,0.036524,0.11987,0.21773,0.2994
0.008465,0.011021,0.016957,0.015567,0.010402,0.0060724,0.010126,0.0036506,0.0055532,0.010599,0.0060162,0.004909,0.014158,0.0076151,0.00816,0.014877,0.0022092,0.002624,0.064158
0.0097451,0.012521,0.048672,0.056012,0.010725,0.035378,0.0044342,0.0046713,0.030585,0.0091746,0.0032605,0.0039589,0.0077821,0.0096133,0.013689,0.028008,0.0051007,0.0050625,0.096407
0.0010491,0.0032054,0.08608,0.083944,0.20127,0.095603,0.013209,0.023893,0.05978,0.056809,0.072258,0.072066,0.3072,0,0.011393,0,0.057665,0.33418,0.78937
0.089317,0.08656,0.13624,0.22413,0.21789,0.22595,0.041894,0.024719,0.04113,0.033486,0.078485,0.064888,0.34569,0.066886,0.024684,0.0013773,0.013937,0.49855,0.65685
0.0062041,0,0.22513,0.085621,0.038687,0.061664,0.018091,0.0073976,0.058846,0.029551,0.066659,0.045524,0.27485,0,0.095412,0.014852,0.072732,0.0052481,0.53112
0.032228,0.016781,0.12052,0.074483,0.074323,0.074129,0.025993,0.015351,0.077332,0.042762,0.050557,0.041109,0.2733,0.00078666,0.037768,0.03685,0.16501,0.21836,0.49627
0.20099,0.0047599,0.032651,0.024408,0.094785,0.13264,0.0076469,0.0079071,0.038027,0.079006,0.056805,0.059669,0.0066822,0.0023393,0.0051304,0.082177,0.1838,0.22079,0.52228
0.26835,0.01972,0.096118,0.055678,0.12216,0.052957,0.061874,0.014982,0.029008,0.033678,0.052807,0.049113,0.023117,0,0.055481,0.025278,0.40628,0.15304,0.43985
0.60195,0.011341,0.13581,0.048948,0.22655,0.10193,0.050433,0.014163,0.052283,0.023789,0.065577,0.034083,0.15124,0.019302,0.04315,0.013115,0.15181,0.21838,0.54785
0.57246,0.020027,0.1715,0.11428,0.14765,0.12579,0.099104,0.027424,0.043905,0.044929,0.039206,0.034035,0.07442,0.017874,0.071301,0.026033,0.31723,0.058359,0.48874
0.25792,0.065642,0.19799,0.049677,0.28071,0.12873,0.011109,0.028078,0.072771,0.020191,0.035515,0.032458,0.010144,0.0041149,0.056313,0.0088336,0.031933,0.39202,0.44261
0.26413,0.0064247,0.21882,0.083838,0.10469,0.20485,0.024481,0.0078423,0.049535,0.045882,0.041637,0.04285,0.031157,0.0037864,0.13471,0.0087156,0.049733,0.18859,0.42983
0.0064511,0.17922,0.016272,0.038631,0.063064,0.081821,0.012799,0.02903,0.047168,0.073582,0.040225,0.030364,0.0096165,0.097515,0.0082576,0.007442,0.0046526,0.24075,0.39998
0.0046158,0.2541,0.11854,0.10649,0.11157,0.16655,0.0036269,0.032667,0.02649,0.035832,0.015393,0.038719,0.0025642,0.01041,0.026002,0.14147,0.036363,0.22476,0.37466
0.0034379,0.0056939,0.088804,0.043251,0.089569,0.045346,0.0013433,0.0049682,0.041985,0.03528,0.028371,0.03741,0,0,0.20513,0.21728,0.011811,0.0038133,0.51425
0.014995,0.029071,0.063613,0.19853,0.081199,0.076797,0.0073937,0.091444,0.033344,0.068403,0.046661,0.073589,0,0.015421,0.27018,0.26051,0.024307,0.07974,0.48914
0.079657,0.0059101,0.33174,0.12276,0.18669,0.15461,0.23268,0.020219,0.068405,0.034169,0.030747,0.0071978,0.030614,0,0.050745,0.015923,0.09909,0.22746,0.41358
0.099486,0.0067877,0.38162,0.027935,0.19986,0.10081,0.032207,0.050762,0.080376,0.035123,0.034754,0.055066,0.0037582,0.0013051,0.04481,0.0049307,0.21543,0.20047,0.49317
0.12412,0.017721,0.066856,0.13527,0.46366,0.1319,0.013607,0.016588,0.063495,0.045116,0.071436,0.045184,0.019112,0.0066761,0.0057022,0.57557,0.087066,0.24571,0.6733
0.020359,0.28169,0.15397,0.092276,0.3803,0.21077,0.047487,0.003539,0.054387,0.0345,0.079174,0.071807,0.13083,0.017878,0.10784,0.62301,0.053053,0.035244,0.72027
0.011749,0.015161,0.041801,0.075028,0.15013,0.11194,0,0.072598,0.032726,0.052422,0.089258,0.11406,0.0038175,0.0045555,0.28997,0,0.12673,0.50038,0.8391
0.050319,0.011779,0.053242,0.054738,0.095218,0.18009,0.035069,0.020412,0.15815,0.084155,0.077036,0.061192,0,0.0033501,0.27149,0.01012,0.18238,0.37925,0.6848
0.032944,0.38877,0.13309,0.11975,0.10044,0.15338,0.019281,0.063589,0.024419,0.039617,0.036575,0.067007,0.0027747,0.07688,0,0.013184,0.15951,0.51448,0.56281
0.036043,0.32153,0.14371,0.061598,0.18549,0.26275,0.0010445,0.049938,0.041033,0.037845,0.035406,0.053638,0.0025992,0.019705,0.048925,0.0072343,0.021308,0.37858,0.5296
0.016191,0.0025812,0.016981,0.11524,0.051045,0.10503,0.0011534,0.0051963,0.012741,0.059197,0.039746,0.05065,0,0,0.01137,0.21003,0.0025586,0.18171,0.53057
0,0.0062471,0.024587,0.054027,0.069956,0.16092,0.0043434,0.013606,0.031199,0.17587,0.095669,0.063246,0,0.0022646,0.0055341,0.39456,0.01337,0.21725,0.56178
0.014764,0.016224,0.35029,0.077143,0.1414,0.34382,0.014175,0.012302,0.041626,0.020879,0.091105,0.075893,0,0,0.024317,0.40636,0.19346,0.024676,0.78704
0.03167,0.030767,0.16721,0.22513,0.17937,0.4868,0.015006,0.011973,0.093905,0.038145,0.058476,0.083903,0.0037074,0,0.0086154,0.362,0.099979,0.20931,0.82307
0.033946,0.0041941,0.1134,0.082631,0.2035,0.16415,0.27867,0.0075462,0.050264,0.079455,0.051053,0.056053,0,0.014959,0.02243,0,0.44033,0,0.81653
0.0073967,0.011636,0.041641,0.22347,0.13865,0.11686,0.52838,0.0062667,0.11621,0.10914,0.08654,0.098133,0.056226,0,0.032841,0.12587,0.40109,0.18045,0.72465
0.026748,0.11459,0.62507,0.05238,0.21127,0.10575,0.087279,0.010728,0.087199,0.018678,0.053101,0.038973,0.011828,0.0057264,0.19229,0.020744,0.30935,0.038354,0.50656
0.053062,0.070257,0.55659,0.029295,0.21792,0.11941,0.036816,0.039678,0.092216,0.063248,0.069188,0.052578,0,0.096873,0.046945,0.019551,0.51437,0.081255,0.6741
0.11885,0.016997,0.16107,0.09384,0.1767,0.074814,0.065665,0.0075748,0.045258,0.024856,0.022186,0.03458,0.34929,0.014278,0.037268,0.033047,0.13785,0.015703,0.34025
0.055679,0.0081131,0.04495,0.07662,0.13807,0.088752,0.022631,0.0054489,0.040145,0.088207,0.050576,0.044667,0.24038,0.0037842,0.036366,0.023372,0.24235,0.0042658,0.42579
0.0020153,0.27694,0.083629,0.049787,0.1345,0.27262,0.0056348,0.048224,0.088932,0.052461,0.022795,0.048918,0.058615,0.033334,0.21192,0.24494,0.026851,0.15091,0.49238
0.025628,0.27746,0.038181,0.11348,0.1355,0.095281,0.0013553,0.023888,0.04715,0.10939,0.05292,0.041238,0.016892,0.019295,0.2579,0.017039,0.045256,0.15593,0.51909
0.0032964,0.015139,0.15263,0.081166,0.021062,0.12641,0,0.004545,0.017382,0.33409,0.084153,0.013972,0,0.0078188,0.026279,0.075122,0.32369,0.22242,0.5502
2.0275e-05,0.0012594,0.016364,0.14199,0.078802,0.10116,0.00074781,0.018891,0.020008,0.12463,0.042835,0.043067,0,0,0.0024029,0.29096,0.29452,0.18111,0.54898
0.43915,0.075537,0.055553,0.10298,0.11701,0.097705,0.050605,0.049157,0.084515,0.024728,0.023886,0.023859,0.032263,0.40924,0.025196,0.035802,0.03664,0.11184,0.37634
0.39342,0.045397,0.20715,0.062807,0.15485,0.13501,0.040982,0.060573,0.04212,0.039721,0.026393,0.020444,0.10444,0.26945,0.1128,0.034105,0.057737,0.022326,0.37184
0.023687,0.015642,0.080814,0.060004,0.059902,0.14233,0.0088786,0.013486,0.024973,0.052541,0.048276,0.02245,0.001555,0.0064682,0.21305,0.026543,0.17425,0.016655,0.36771
0.087816,0.04412,0.16927,0.071701,0.071673,0.03283,0.016697,0.017408,0.054295,0.05313,0.032071,0.024069,0.033175,0.0065004,0.25758,0.011523,0.21915,0.025174,0.30783
0.13044,0.016011,0.33101,0.039459,0.26655,0.098085,0.11192,0.040051,0.027739,0.026811,0.039176,0.050636,0.0030718,0,0.31034,0,0.17014,0.18748,0.56247
0.086292,0.015646,0.23455,0.079668,0.28239,0.20681,0.034457,0.044449,0.091003,0.020881,0.039913,0.039024,0.0078958,0.0013883,0.40821,0.10872,0.025613,0.25223,0.53115
0.019132,0.052745,0.25304,0.043134,0.13579,0.082529,0.051634,0.018655,0.070639,0.019293,0.041084,0.043023,0.0013038,0.24774,0.088441,0.01093,0.12044,0.21665,0.40867
0.028327,0.086156,0.28728,0.035978,0.085594,0.26573,0.03105,0.027693,0.028546,0.034006,0.023898,0.026809,0.015562,0.21677,0.03024,0.038658,0.071654,0.074166,0.36419
0.054354,0.032661,0.031441,0.077588,0.043731,0.055006,0.0065576,0.013866,0.057319,0.0492,0.0181,0.023883,0.017919,0.015001,0.0085618,0.22889,0.016515,0.21062,0.28921
0.047295,0.02359,0.16536,0.051883,0.10117,0.030739,0.055645,0.015012,0.028939,0.032348,0.026272,0.016121,0.014612,0.019868,0.049289,0.20787,0.016055,0.1416,0.25271
0.0030559,0.0041613,0.17358,0.027766,0.077079,0.10771,0,0.0054167,0.075553,0.02339,0.064282,0.042166,0,0,0.19524,0.0012286,0.0015038,0.1908,0.59933
0.0018307,0.0037188,0.049952,0.1523,0.091737,0.054649,0.050998,0.015742,0.041049,0.092642,0.04118,0.029587,0.0012706,0.012614,0.26828,0.019372,0.0022859,0.19145,0.51079
0.047563,0.023865,0.07478,0.17968,0.30146,0.16534,0.02007,0.0084069,0.063332,0.056406,0.087977,0.057348,0.0044781,0,0.27957,0,0.64584,0,0.81918
0.19122,0.01048,0.13644,0.2034,0.35983,0.18943,0,0.031002,0.093854,0.039794,0.073764,0.024207,0,0,0.28062,0,0.43048,0.21803,0.77564
0.19375,0.022751,0.043595,0.26502,0.3759,0.11521,0.039306,0.0089273,0.041273,0.027212,0.040131,0.045821,0.34677,0.0055586,0,0.015623,0.075923,0.2287,0.53742
0.053493,0.036108,0.06889,0.2713,0.35186,0.21347,0.060787,0.024392,0.03079,0.032763,0.05685,0.052021,0.28479,0.011009,0.01651,0.13394,0.11823,0.033745,0.59616
0.015956,0.25413,0.080232,0.27545,0.12222,0.25544,0.04078,0.042499,0.015424,0.03416,0.04678,0.051705,0.0036261,0.23533,0.23968,0.085002,0.047787,0.061678,0.48705
0.056312,0.37215,0.059928,0.46595,0.059468,0.24373,0.038062,0.066677,0.029204,0.078586,0.027854,0.05171,0.0071225,0.04243,0.33332,0.10694,0.084126,0.14371,0.57658
0.023353,0.016478,0.086635,0.037877,0.025244,0.043094,0.015487,0.0061277,0.035816,0.031704,0.024784,0.022905,0.0091389,0.014268,0.015661,0.42493,0.02673,0.01866,0.25111
0.0093584,0.0084329,0.049776,0.085892,0.052864,0.11835,0.0096972,0.021999,0.039076,0.092375,0.05431,0.032169,0.0044853,0.007214,0.022984,0.30233,0.020594,0.02338,0.3863
0.26986,0.0056727,0.12924,0.12636,0.24384,0.15059,0.025547,0.0048599,0.026913,0.062662,0.090913,0.060058,0,0,0,0,0.30152,0.54901,0.7223
0.14309,0.0082749,0.024286,0.099202,0.1133,0.38646,0.051124,0.010547,0.081375,0.024002,0.07454,0.075983,0.027904,0.01223,0,0,0.36076,0.41545,0.79023
